"","stat.Text","stat.label"
"4433","Our dear leader th trip to Mexico and its about PresidentTrumpxqELemdnU","positive"
"4434","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4435","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4436","I Love PresidentTrump TeamTrumpLife","positive"
"4437","I Just Wanna Say CongratsPresidentTrump on His st Successful Days and for the nxtdays andmore years TeamTrump MAGA","positive"
"4438","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo","negative"
"4439","Help Wanted The Trump Administration Still Has Some Openings To Fill
news PresidentTrump OnWPDsm","positive"
"4440","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS","positive"
"4441","Hi PresidentTrump my names Josh I just wanna say congratulations on ur successful Days thank u for everything u do","positive"
"4442","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo","negative"
"4443","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo","negative"
"4444","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo","negative"
"4445","B for PresidentTrump D for Congress would be an F except for Gorsuch","neutral"
"4446","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4447","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4448","MTPresidentTrump families want to know will you KeepYourPromise to StopCommonCore hYSLGdNWN PJNET","neutral"
"4449","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxocfj","negative"
"4450","We Will FightAmericanWorkers Jobs
PresidentTrump memorandum Aluminum BuyAmericanHireAmerican AmericaFir","neutral"
"4451","USA is now under new management PresidentTrumpteam MAGA cJzgujTJ","neutral"
"4452","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4453","AmericaFirstFormer POTUS Obama did nothinghelp these Chicago residents PresidentTrump has already shown a wi","neutral"
"4454","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump hQKVveIrhZ","positive"
"4455","North Korea missile test regime has disrespected China says Donald Trump ByNhPCjeR","positive"
"4456","The American people not Big Oil must decide our climate futureSenator UVMCyyXt","negative"
"4457","Rare victory for persecuted journalist highlights Mexicos press freedom eLOjUaHhr","positive"
"4458","Congratulations Mr President on your wild romp through all norms and rules nNTcsmnVT","neutral"
"4459","Thephotographs of the week jwhnLbs","neutral"
"4460","Celebrating PresidentTrumpsFirst Days Article coming soon vcAcxrYDLz Cant wait for the Rally","neutral"
"4461","Celebrating PresidentTrumpsFirst Days Article coming soon vcAcxrYDLz Cant wait for the Rally","neutral"
"4462","I have seen the opposite
PresidentTrump has ignited a SPARK in America JustTweetin
dont want another Vietnam jSOECDnXt","neutral"
"4463","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4464","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS","positive"
"4465","Heres toYRS of PresidentTrumps Presidency it really is fascinating to watch a man with such staminayea GZMYDzp","positive"
"4466","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4467","PresidentTrump is not going after WIKILEAKSis pursuing the leakers as he should","negative"
"4468","Congratulations on your days in office PresidentTrump","positive"
"4469","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS","positive"
"4470","PresidentTrump is not going after WIKILEAKSis pursuing the leakers as he should","negative"
"4471","Celebrating PresidentTrumpsFirst Days Article coming soon GmTkPlEv","neutral"
"4472","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst","positive"
"4473","BIG Penn PresidentTrump rally today will be HUGE USAUSAUSA YSSYjF","neutral"
"4474","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4475","PresidentTrump has done a great job inherited an unmitigated disaster fromyrs Obama vjSXsYZw","neutral"
"4476","Another great Trump sketch from SNL TRUMP Pressconferenceveryfakenews cnn trumppressconference PresidentTrump","positive"
"4477","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome","positive"
"4478","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4479","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome","positive"
"4480","PresidentTrump Day Report Card how would you rate his job performance cnn FoxNews rp","neutral"
"4481","Going around Congress
Wall of Troops in the intermRyan and Co refuse to add the fundingappropriations for fiscalPresidentTrump","negative"
"4482","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome","positive"
"4483","Asking for a friend The more you knowInaugurationDay PresidentTrump OrangeMuppetHitler gnyAU","neutral"
"4484","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp","positive"
"4485","ThrowbackThursday MakeAmericaGreatAgain PresidentElectTrump PresidentTrump TrumpLandslidethe USA","neutral"
"4486","NewBen Garrison cartoon Bold BenGarrison PresidentTrump HBJzdbf","neutral"
"4487","The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t","negative"
"4488","I believe PresidentTrump has easily shown that needing political experience is a crock Common sense works much better","positive"
"4489","Here is how HumanRights have fared in Trumps Days
CRWnews PresidentTrump USA KAEpyYYY","neutral"
"4490","PresidentTrumps FirstDays Interview on Fox NewsFirst FirstDays MAGA
Trump TrumpTrain FoxNews
LHcEAWGi","neutral"
"4491","USA is now under new management PresidentTrumpteam MAGA JtCNLhLuM","neutral"
"4492","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump VvFDnCW","positive"
"4493","As ANTI LibtardOdiBeTDv","neutral"
"4494","North Korea missile test regime has disrespected China says Donald Trump qEtIsNP","positive"
"4495","KeithOlbermann celebrates PresidentTrumps FirstDays of having accomplished NOTHING SVYuyHllyx","positive"
"4496","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4497","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4498","Mr PresidentTrumpyour doing a hell of a job Thank youI along with vast millions of","neutral"
"4499","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4500","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4501","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar","positive"
"4502","Mr PresidentTrumpyour doing a hell of a job Thank youI along with vast millions of","neutral"
"4503","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4504","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4505","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4506","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4507","New revised easy to read and share PSA nFlhLiYR","positive"
"4508","Raymond Tallis In my favourite pub the staff turn down the speaker in my XlsUXUl","neutral"
"4509","Ann Patchett My best kiss I kissed John Updike as he presented me with an eEFVLEGqu","positive"
"4510","My workout I was freestyle slalom skating before I even knew it was a sport ojalZueug","neutral"
"4511","The lesson from Donald Trumps firstdays resistance is not futilePresidentTrump Trump DCEeXDnG","negative"
"4512","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA","neutral"
"4513","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA","neutral"
"4514","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp","positive"
"4515","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4516","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4517","I think Nancy Pelosi is incompetent actually you know if you look at whats going on with the Democrats and the pAPPKCTPg","negative"
"4518","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4519","So happy to have this to hang on my wall to remember the day we elected the best POTUS ever PresidentTrump MAGA Tru","positive"
"4520","USA is now under new management PresidentTrumpteam MAGA jkPAsDpDP","neutral"
"4521","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump lXVSyLSX","positive"
"4522","Is it just me or does PresidentTrump remind you of someone StrongandStableLeadership lxWHDxvSHA","neutral"
"4523","Is it just me or does PresidentTrump remind you of someone StrongandStableLeadership lxWHDxvSHA","neutral"
"4524","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4525","nytimes catalogued every tweet by PresidentTrumpsince he took office and foundthemes MpfbxAwWpx","neutral"
"4526","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp","positive"
"4527","days of Trump and hes not the only one who has learned a lot baPdYixu","neutral"
"4528","Fangs the lightning rise of Facebook Amazon Netflix and Google elKLZNBwO","neutral"
"4529","Yotam Ottolenghis recipes from New Orleans uetvKwqpP","neutral"
"4530","Oh pleaseJust leave the man PresidentTrump alone Let him do his job without all the nnHqdBk","neutral"
"4531","Trump signs stopgap spending bill to avert shutdown MAGA PresidentTrump TCOT OurPresident TrumpTrain Trump","positive"
"4532","LOLnobodycares gowatchgolf in your purplerevolution tie Thank God its PresidentTrump","positive"
"4533","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4534","So brainwashed by so many liesbut he is PRESIDENTTRUMPBUILDTHEWALL ENDSANCTUARYCITIES DEPORTALLILLEGALS tBJpIlXzN","neutral"
"4535","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4536","Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA","negative"
"4537","PresidentTrump I will never infringe on the right to bear arms NRA Convention","neutral"
"4538","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst","positive"
"4539","PresidentTrump Freedom is not a gift from government It is a gift from God NRA Convention","neutral"
"4540","NAFTA deal with SouthKorea now WTO PresidentTrump has international trade in his crosshairs ZRtSfUPF","neutral"
"4541","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4542","PresidentTrump how the hell do we no that any country south of US arent letting out their criminals loose toYdADrtPBNM","negative"
"4543","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4544","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"4545","Thank you President Trump You are for the people PS Great pic PresidentTrump FirstDays MAGA EZXXct","positive"
"4546","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4547","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4548","LOLnobodycares gowatchgolf in your purplerevolution tie Thank God its PresidentTrump OrALuzcco","positive"
"4549","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4550","PresidentTrump FirstDays RT if youre proud ofOrALuzcco","positive"
"4551","TRUMPNAFTA is Coming BACKwttv DonaldTrump presidenttrump wtr westerntruthtv politics news
bhZrKVmGBU","neutral"
"4552","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4553","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4554","TopCelebrity Trump Haters pls RTlxITWHAd merylstreep Michaelmoore presidenttrump katyp","neutral"
"4555","USA is now under new management PresidentTrumpteam MAGA PqhsbYdo","neutral"
"4556","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump eOrhVBt","positive"
"4557","MAGA Trump GabFam USA Earthquakes Patriot PresidentTrump AmericaFirst BPEarthWatchRepo QcZKkvw","positive"
"4558","MAGA Trump GabFam USA Patriot AmericaFirst PresidentTrumpBPEarthWatchReports Troll C lIIpbuYRP","positive"
"4559","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4560","Loyalty Dayk pairs of socks represent babies aborted by Planned Parenthood during PresidentTrumpdays U PSzxSRA","neutral"
"4561","The Senate shall have the sole Power to try all Impeachments When sitting for PresidentTrump","neutral"
"4562","You liberals try so hard to make PresidentTrump look badbut every day he just keeps on winning liberalsneverlearn","neutral"
"4563","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4564","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4565","America hasnt just trumped its sharted presidenttrump USElection","neutral"
"4566","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4567","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4568","He is more conservative than dqCsvuctI","negative"
"4569","CTH
April thPresidential PoliticsTrump Administration DayvtWtEmleLnPresidentTrump MAGA tcot PJNET","neutral"
"4570","PresidentTrumps first Dayscoverage of that look elsewhere POTUS wd still like this though
trumpdays D","positive"
"4571","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4572","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome","positive"
"4573","PresidentTrump FirstDays RT if youre proud ofOrALuzcco","positive"
"4574","Say goodbye to globalism with PresidentTrump we MAGA and we stand strong with WorldMarine MarineLePen","positive"
"4575","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4576","PresidentTrump declares MayDay as LoyaltyDay in America henceforth EtjYuOZV Constitution Freedom Equality Justice","positive"
"4577","And thats basically why PresidentTrump is one of the all time great Presidents WwsjOLqMkU","positive"
"4578","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4579","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA","neutral"
"4580","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp","positive"
"4581","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4582","Donald Trumps firstdays a guide to the successes the failuresand VtbMeCBn","positive"
"4583","Thank you PresidentTrump for keeping our nd Amendment secure
NRAndAmendmentMakeAmericaGreatAgain NReiazj","positive"
"4584","I know Mormons that voted PresidentTrumpDidnt like iIIgMYAQR","positive"
"4585","Say goodbye to globalism with PresidentTrump we MAGA and we stand strong withWorldMarine MarineLePen i","positive"
"4586","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4587","Say goodbye to globalism with PresidentTrump we MAGA and we stand strong withWorldMarine MarineLePen i","positive"
"4588","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4589","Excellent At least not all presidential candidates need Russian money PresidentTrump LePen DUHtjXOM","neutral"
"4590","USA is now under new management PresidentTrumpteam MAGA FxdfrXvV","neutral"
"4591","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4592","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4593","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar","positive"
"4594","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4595","AMEN Yes PresidentTrump were looking forward to reelecting you inYou are doing your best to MAGA","positive"
"4596","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4597","MAGA Trump PresidentTrump USA AmericaFirst PatriotThe White HouseReports FULL NEWS CO EuyVt","positive"
"4598","MAGA Trump PresidentTrump USA AmericaFirst PatriotThe White HouseReports FULL NEWS CO EuyVt","positive"
"4599","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"4600","Could be the great DeMint can help out our wonderful PresidentTrump
ebBVQeyL","positive"
"4601","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4602","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4603","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4604","Guerrillas John Ridley As Three Kings went through the system George RdPjIY","neutral"
"4605","MAGA Trump PresidentTrump USA AmericaFirst PatriotThe White HouseReports FULL NEWS CO EuyVtACf","positive"
"4606","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome","positive"
"4607","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4608","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4609","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4610","is the most mediocre president in my lifetimeMAGA Trump PresidentTrump","neutral"
"4611","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"4612","Thats right USA doesnt care AT ALL ABOUT PresidentTrump taxes Care way more about Obama spying on PresidentTrump duri","positive"
"4613","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst","positive"
"4614","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"4615","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"4616","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4617","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4618","Heres some information for the uninformed The economic growth under Obama was bad Facts PresidentTrump gGKGpDWKG","negative"
"4619","Trump signs stopgap spending bill to avert shutdown MAGA PresidentTrump TCOT OurPresident TrumpTrain Trump yaqpklpd","positive"
"4620","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4621","Thats right USA doesnt care AT ALL ABOUT PresidentTrump taxes Care way more about Obama spying on PresidentTrump duri","positive"
"4622","Thats right USA doesnt care AT ALL ABOUT PresidentTrump taxes Care way more about Obama spying on PresidentTrump duri","positive"
"4623","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4624","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4625","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4626","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4627","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome","positive"
"4628","Hacker holds Netflix to ransom over new season of Orange Is The New Black jagbksOPh","neutral"
"4629","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4630","Thats right USA doesnt care AT ALL ABOUT PresidentTrump taxes Care way more about Obama spying on pjyeBbJV","positive"
"4631","MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets QUfViXa PJNET","positive"
"4632","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4633","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4634","BerkeleyProtest MAGAMARCH PresidentTrump DrainTheSw lsHERgTD","neutral"
"4635","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4636","will always be a black day for America PresidentTrump","neutral"
"4637","I asked Google and Siri who is the president of the UnitedStates both said DonaldTrump and not Hillary Facts PresidentTrump","negative"
"4638","PresidentTrump theperps were Saudis Why not on banned list","negative"
"4639","USA is now under new management PresidentTrumpteam MAGA exNIEp","neutral"
"4640","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4641","RT GIJoeOPS PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFir ht","neutral"
"4642","House FreedomCaucus endorses HealthPlan boosting GOP leadersPresidentTrump ObamaCare HealthCare ACA","positive"
"4643","Whos the most influential Political Commentator onMAGA PresidentTrump LDT","positive"
"4644","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4645","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4646","House FreedomCaucus endorses HealthPlan boosting GOP leadersPresidentTrump ObamaCare HealthCare ACA","positive"
"4647","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4648","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4649","PresidentTrumpSTOP Obamas ILLEGAL Ryan McConnell Congress EXEMPTIONTo Rapidly RepealReplace Obamacare","negative"
"4650","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4651","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4652","Thank you DeeCee I love Nags Head PresidentTrump MAGA","positive"
"4653","LivePd
But he is PRESIDENTTRUMP thoughso glad he shut down Clinton Bush machine
Actually American voters did","positive"
"4654","LivePd
But he is PRESIDENTTRUMP thoughso glad he shut down Clinton Bush machine
Actually American voters didHDNslahi","positive"
"4655","House FreedomCaucus endorses HealthPlan boosting GOP leadersPresidentTrump ObamaCare HealthCare ACABxMnPu","positive"
"4656","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4657","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4658","PLZ presidentTrump Show Nk kindnesscompassionblow them off the map in a humane mannerlike theyd do us k","positive"
"4659","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4660","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"4661","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4662","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4663","China warns of tax war after Trump pledge to slash rates THUsVPbIQs","positive"
"4664","Our twins were born two years apart uBJhwqBxW","neutral"
"4665","Imagine theres no Sgt Pepper Its all too easy in the era of Trump and May LSeSZFej","positive"
"4666","Blind date I picked up on mutual attraction KMuAiPY","neutral"
"4667","PresidentTrumps TaxReform that working Americans love but Liberals hate GpUgJZGf","neutral"
"4668","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4669","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4670","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4671","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4672","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4673","The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t","negative"
"4674","RT GIJoeOPS PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFir ht","neutral"
"4675","we need come gthrrealize PresidentTrump isnt threateningincinerate the American people for no reason","negative"
"4676","RT GIJoeOPS PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFir ht","neutral"
"4677","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction","negative"
"4678","auspol ObamaGateArchbishops asked PresidentTrump to investigate PopeFrancisnLynTWhf","neutral"
"4679","Was this in South Africa Leave my country you racist bitch MakeAmericaGreatAgain PresidentTrump","negative"
"4680","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4681","RINOs are enemies of the people who elected PresidentTrumpSadly asskicking Trump was replaced ZatOlWbw","neutral"
"4682","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4683","Whos the most influential Political Commentator onMAGA PresidentTrump LDT","positive"
"4684","PresidentTrumpMAGA
Michael Snyder The Reason The Elite Hate Trump So Much
UCxjmpfwAAmericaFi","positive"
"4685","Well that makes since since PresidentTrump has an America first agenda while the political media has any lie any time agen","neutral"
"4686","PresidentTrump If theres a shutdown theres a shutdown CCOT PJNet WxinpVLMh","neutral"
"4687","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA","neutral"
"4688","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS","positive"
"4689","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4690","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4691","Whos the most influential Political Commentator onMAGA PresidentTrump LDT","positive"
"4692","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4693","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4694","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar","positive"
"4695","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4696","Amazing Donald Trump WINS the Presidency Pray for PresidentTrump MakeAmericaGreatAgain XJNBiBhrT","positive"
"4697","PresidentTrumps TaxReform that working Americans love but Liberals hate GpUgJZGf","neutral"
"4698","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4699","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4700","PresidentTrumps TaxReform that working Americans love but Liberals hate GpUgJZGf","neutral"
"4701","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4702","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome","positive"
"4703","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4704","AMEN Yes PresidentTrump were looking forward to reelecting you inYou are doing your best to MAGA","positive"
"4705","RT GIJoeOPS PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFir ZZxPxQ","neutral"
"4706","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4707","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4708","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar","positive"
"4709","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
